IR,Red
68068,71106
68038,71099
68046,71085
68063,71084
68035,71090
68045,71096
68077,71115
68062,71107
68048,71096
68090,71107
68039,71151
68068,71129
68091,71134
68073,71134
68057,71124
68086,71130
68050,71155
68061,71116
68088,71132
68077,71152
68070,71128
68098,71143
68076,71152
68062,71144
68059,71130
68097,71145
68051,71134
68051,71097
68103,71109
68051,71078
68039,71074
68077,71093
68042,71081
68059,71071
68073,71079
68063,71090
68048,71053
68067,71073
68026,71101
68040,71051
68079,71076
68037,71080
68039,71040
68033,71060
68047,71070
68042,71060
68047,71066
68078,71069
68037,71067
68063,71053
68071,71080
68039,71099
68051,71070
68061,71090
68045,71086
68037,71053
68068,71079
68043,71102
68051,71086
68085,71070
68033,71069
68059,71071
68067,71086
68060,71102
68051,71073
68080,71097
68045,71124
68053,71094
68065,71089
68064,71122
68064,71089
68076,71094
68069,71112
68074,71096
68065,71105
68090,71121
68059,71103
68072,71096
68084,71141
68049,71102
68061,71128
68099,71125
68050,71141
68077,71112
68087,71134
68058,71143
68058,71103
68100,71153
68052,71161
68080,71144
68073,71134
68111,71154
68055,71132
68090,71150
68094,71177
68072,71166
68078,71141
68098,71185
68088,71170
68099,71162
68107,71170
68077,71176
68088,71142
68113,71180
68062,71191
68103,71157
68110,71183
68083,71211
68090,71196
68133,71204
68090,71218
68107,71188
68126,71203
68088,71238
68090,71210
68131,71190
68082,71202
68104,71172
68099,71178
68076,71169
68087,71153
68082,71152
68075,71164
68064,71127
68089,71147
68076,71152
68077,71114
68063,71130
68089,71152
68054,71133
68073,71134
68091,71139
68075,71139
68083,71113
68119,71129
68074,71140
68074,71115
68091,71107
68078,71152
68072,71128
68072,71130
68115,71124
68070,71136
68071,71132
68087,71143
68099,71182
68088,71128
68097,71147
68080,71165
68059,71136
68099,71136
68096,71141
68056,71166
68088,71143
68102,71157
68077,71148
68092,71133
68110,71152
68076,71184
68089,71146
68104,71143
68080,71189
68076,71170
68096,71161
68090,71184
68077,71158
68098,71167
68119,71171
68067,71178
68083,71176
68124,71181
68072,71195
68092,71165
68120,71175
68089,71196
68099,71168
68122,71188
68108,71212
68096,71196
68118,71196
68126,71217
68111,71209
68109,71193
68141,71212
68100,71211
68107,71207
68124,71212
68107,71228
68109,71200
68123,71226
68112,71235
68108,71207
68129,71212
68103,71244
68111,71214
68125,71239
68101,71266
68118,71226
68148,71260
68122,71264
68097,71248
68123,71243
68134,71271
68117,71265
68134,71262
68138,71268
68128,71254
68129,71224
68125,71267
68111,71227
68115,71204
68116,71212
68105,71237
68088,71188
68143,71200
68094,71214
68109,71198
68132,71190
68114,71217
68102,71190
68120,71214
68103,71220
68112,71189
68118,71209
68118,71207
68107,71206
68108,71197
68121,71225
68078,71206
68104,71189
68128,71226
68102,71219
68127,71195
68132,71225
68100,71226
68125,71217
68122,71206
68074,71241
68101,71202
68136,71227
68090,71224
68123,71223
68137,71228
68121,71231
68105,71218
68134,71235
68095,71244
68132,71225
68141,71217
68109,71266
68149,71228
68149,71240
68115,71246
68125,71237
68132,71242
68145,71268
68112,71242
68131,71239
68145,71257
68131,71262
68154,71273
68140,71258
68140,71275
68139,71259
68156,71286
68126,71293
68140,71278
68155,71282
68135,71271
68156,71290
68152,71285
68133,71297
68135,71278
68164,71303
68131,71297
68124,71276
68146,71285
68155,71319
68151,71281
68165,71304
68161,71327
68155,71310
68146,71304
68154,71320
68132,71318
68151,71299
68173,71322
68148,71326
68166,71314
68179,71321
68157,71330
68151,71315
68161,71296
68127,71323
68149,71270
68164,71292
68113,71295
68137,71276
68164,71265
68145,71271
68121,71235
68146,71271
68150,71272
68149,71266
68132,71255
68149,71270
68135,71261
68138,71258
68161,71269
68135,71258
68149,71251
68164,71277
68119,71264
68135,71262
68145,71250
68145,71291
68130,71243
68160,71283
68121,71289
68120,71264
68160,71260
68129,71309
68123,71255
68147,71274
68169,71258
68134,71291
68138,71274
68167,71275
68114,71295
68135,71273
68145,71271
68143,71318
68143,71281
68141,71274
68165,71300
68135,71314
68126,71295
68167,71283
68140,71312
68154,71287
68173,71309
68130,71343
68141,71273
68182,71299
68145,71326
68146,71305
68175,71288
68170,71331
68155,71291
68173,71314
68172,71334
68150,71322
68149,71326
68187,71339
68148,71356
68156,71349
68189,71358
68171,71362
68159,71337
68173,71342
68172,71357
68181,71338
68178,71359
68166,71356
68156,71357
68169,71349
68193,71374
68150,71366
68185,71362
68201,71367
68187,71373
68176,71370
68198,71368
68166,71394
68191,71353
68181,71386
68194,71410
68189,71396
68180,71381
68169,71404
68181,71362
68188,71363
68177,71365
68152,71353
68160,71311
68172,71346
68141,71323
68142,71303
68183,71317
68163,71336
68160,71300
68170,71328
68163,71357
68157,71295
68158,71312
68176,71314
68165,71322
68167,71295
68174,71350
68151,71342
68162,71312
68172,71313
68150,71335
68145,71309
68182,71320
68161,71338
68163,71306
68154,71325
68160,71338
68159,71337
68160,71316
68187,71335
68155,71352
68158,71322
68158,71321
68135,71354
68164,71329
68176,71321
68151,71363
68172,71333
68188,71338
68180,71344
68154,71323
68166,71326
68172,71355
68140,71344
68175,71337
68178,71347
68161,71372
68170,71354
68189,71353
68175,71364
68167,71318
68186,71345
68181,71371
68164,71359
68162,71360
68177,71396
68162,71369
68155,71364
68184,71370
68158,71380
68186,71367
68209,71387
68188,71391
68169,71383
68196,71418
68172,71401
68192,71396
68212,71393
68181,71398
68169,71393
68190,71414
68194,71410
68168,71395
68212,71403
68172,71434
68178,71400
68204,71412
68178,71415
68188,71407
68213,71428
68173,71439
68195,71421
68217,71433
68196,71465
68189,71425
68206,71440
68206,71451
68193,71432
68203,71433
68198,71411
68160,71412
68162,71386
68184,71381
68138,71377
68166,71360
68187,71349
68150,71374
68171,71386
68199,71382
68148,71385
68162,71367
68179,71379
68154,71408
68163,71381
68183,71360
68173,71388
68157,71360
68172,71391
68173,71393
68146,71352
68165,71381
68177,71394
68157,71369
68171,71392
68173,71391
68158,71391
68189,71366
68199,71390
68159,71388
68177,71383
68199,71391
68168,71401
68154,71373
68195,71387
68151,71391
68151,71376
68173,71407
68154,71399
68165,71381
68173,71411
68139,71400
68154,71403
68164,71407
68150,71409
68160,71405
68186,71413
68147,71423
68166,71384
68181,71413
68177,71418
68178,71414
68163,71393
68170,71405
68149,71406
68156,71411
68173,71447
68185,71437
68164,71411
68185,71445
68174,71435
68161,71430
68185,71439
68162,71447
68188,71430
68194,71463
68165,71458
68168,71433
68188,71443
68173,71465
68189,71441
68207,71449
68182,71477
68175,71418
68200,71477
68188,71480
68189,71467
68198,71459
68209,71480
68202,71472
68194,71468
68206,71495
68174,71467
68197,71448
68187,71456
68176,71439
68172,71416
68204,71412
68146,71415
68171,71400
68171,71398
68141,71430
68145,71366
68171,71402
68159,71425
68152,71385
68166,71400
68159,71400
68153,71393
68166,71402
68175,71389
68134,71394
68152,71388
68170,71401
68152,71414
68150,71376
68169,71390
68167,71427
68150,71406
68166,71388
68167,71430
68157,71426
68147,71425
68178,71411
68123,71449
68160,71393
68183,71408
68159,71410
68151,71405
68172,71409
68165,71435
68138,71418
68162,71413
68186,71432
68157,71423
68158,71391
68183,71416
68130,71427
68164,71413
68172,71430
68171,71446
68146,71400
68170,71436
68170,71449
68150,71431
68165,71444
68145,71455
68153,71435
68162,71437
68177,71434
68175,71460
68160,71442
68179,71441
68162,71478
68174,71429
68177,71458
68197,71481
68176,71458
68191,71458
68192,71471
68189,71465
68168,71461
68201,71466
68156,71494
68174,71472
68202,71464
68182,71499
68193,71474
68195,71475
68169,71504
68171,71473
68197,71493
68175,71499
68180,71471
68201,71501
68186,71509
68171,71501
68188,71491
68202,71499
68185,71530
68176,71506
68181,71479
68174,71480
68159,71424
68195,71458
68180,71456
68148,71419
68178,71432
68158,71466
68158,71416
68157,71417
68155,71432
68164,71432
68168,71425
68166,71431
68144,71435
68160,71427
68172,71412
68154,71448
68147,71406
68175,71403
68137,71441
68138,71403
68161,71411
68163,71436
68159,71410
68157,71421
68161,71409
68146,71426
68146,71422
68174,71436
68155,71440
68163,71415
68160,71438
68146,71424
68149,71430
68171,71427
68149,71463
68160,71426
68152,71413
68164,71415
68121,71429
68149,71420
68152,71428
68142,71438
68129,71420
68159,71428
68139,71460
68130,71424
68153,71450
68139,71441
68143,71429
68152,71444
68162,71469
68147,71423
68166,71443
68169,71442
68151,71465
68159,71456
68178,71460
68130,71461
68146,71435
68172,71454
68140,71446
68130,71453
68131,71462
68114,71469
68132,71461
68152,71448
68117,71484
68138,71476
68152,71482
68122,71487
68118,71468
68136,71461
68100,71499
68110,71466
68115,71473
68082,71483
68077,71462
68081,71459
68091,71495
68069,71472
68063,71476
68086,71461
68053,71496
68056,71459
68086,71486
68054,71518
68071,71485
68077,71502
68063,71522
68051,71501
68075,71477
68083,71476
68037,71465
68040,71441
68047,71446
68024,71428
68013,71413
68008,71390
68007,71417
68005,71348
67996,71394
68014,71366
67961,71381
67998,71348
67999,71401
67975,71398
67971,71340
67995,71356
67972,71363
67965,71322
67980,71335
67970,71356
67939,71324
67943,71318
67953,71346
67948,71328
67962,71334
67943,71335
67951,71314
67943,71325
67951,71324
67929,71314
67924,71296
67947,71303
67911,71304
67909,71303
67941,71309
67920,71303
67895,71303
67924,71291
67908,71321
67930,71270
67925,71285
67919,71286
67931,71281
67911,71302
67921,71294
67896,71314
67905,71240
67930,71262
67914,71308
67904,71270
67926,71286
67892,71294
67917,71272
67918,71281
67944,71287
67913,71276
67927,71293
67922,71303
67922,71286
67916,71280
67914,71268
67924,71300
67922,71263
67926,71282
67924,71297
67901,71253
67930,71273
67919,71281
67924,71275
67911,71270
67936,71298
67892,71275
67912,71271
67935,71260
67884,71290
67920,71259
67926,71270
67903,71301
67912,71260
67924,71288
67926,71325
67916,71304
67918,71290
67945,71291
67899,71303
67922,71292
67948,71290
67917,71309
67913,71270
67958,71300
67928,71322
67940,71297
67918,71315
67945,71310
67922,71270
67933,71282
67917,71278
67908,71272
67911,71242
67911,71232
67901,71253
67915,71228
67908,71223
67899,71272
67895,71204
67919,71228
67918,71251
67903,71221
67903,71237
67906,71228
67895,71214
67894,71219
67909,71234
67883,71217
67882,71215
67907,71227
67900,71217
67896,71225
67935,71204
67903,71207
67897,71218
67906,71236
67898,71242
67882,71207
67920,71228
67866,71225
67910,71211
67915,71212
67879,71224
67880,71209
67902,71206
67898,71234
67885,71197
67911,71201
67920,71238
67890,71204
67902,71211
67894,71243
67893,71219
67906,71235
67904,71252
67887,71230
67895,71232
67939,71241
67890,71223
67897,71220
67935,71236
67893,71249
67892,71221
67918,71239
67902,71272
67915,71229
67926,71255
67914,71261
67904,71229
67932,71269
67922,71260
67898,71227
67928,71253
67911,71274
67908,71246
67916,71268
67918,71276
67912,71272
67918,71281
67910,71289
67929,71243
67916,71279
67915,71290
67915,71270
67915,71283
67938,71299
67912,71307
67905,71275
67948,71314
67908,71285
67939,71304
67911,71331
67920,71299
67927,71306
67964,71293
67925,71327
67920,71260
67936,71259
67897,71259
67904,71230
67939,71239
67897,71234
67907,71218
67912,71206
67916,71251
67900,71197
67920,71210
67905,71243
67888,71231
67921,71237
67905,71238
67909,71228
67897,71201
67910,71218
67882,71235
67909,71194
67934,71233
67888,71240
67890,71202
67933,71228
67883,71241
67887,71183
67911,71212
67905,71238
67916,71213
67892,71216
67899,71229
67897,71205
67904,71218
67925,71217
67881,71225
67900,71196
67909,71223
67885,71242
67895,71231
67941,71214
67880,71223
67914,71220
67901,71220
67896,71232
67909,71194
67929,71222
67910,71240
67888,71221
67940,71238
67886,71258
67892,71218
67924,71240
67887,71260
67897,71217
67925,71233
67917,71252
67904,71245
67905,71249
67906,71262
67915,71258
67906,71269
67935,71257
67905,71264
67922,71255
67938,71271
67917,71271
67908,71248
67950,71274
67917,71267
67915,71271
67934,71284
67934,71312
67922,71265
67958,71285
67939,71298
67938,71300
67940,71296
67954,71312
67931,71283
67939,71301
67941,71326
67941,71294
67955,71323
67962,71331
67916,71317
67938,71330
67968,71316
67931,71334
67937,71302
67962,71303
67925,71307
67899,71259
67938,71272
67892,71267
67923,71249
67941,71232
67903,71251
67927,71240
67919,71246
67898,71263
67897,71231
67911,71246
67892,71244
67908,71245
67926,71232
67914,71259
67916,71245
67939,71247
67936,71245
67923,71234
67927,71240
67956,71251
67905,71252
67930,71244
67963,71276
67917,71280
67939,71255
67962,71258
67944,71283
67945,71253
67968,71259
67956,71288
67936,71222
67950,71255
67938,71279
67921,71258
67947,71253
67937,71279
67933,71268
67936,71258
67947,71254
67944,71271
67945,71241
67953,71270
67935,71279
67938,71284
67949,71261
67944,71285
67947,71267
67960,71267
67934,71293
67950,71284
67966,71296
67941,71286
67942,71274
67952,71276
67938,71293
67937,71290
67967,71292
67929,71313
67921,71270
67980,71284
67932,71310
67944,71281
67975,71297
67956,71310
67963,71299
67952,71310
67968,71310
67944,71312
67970,71302
67966,71317
67948,71326
67951,71318
67995,71317
67948,71334
67952,71315
67980,71339
67958,71346
67957,71323
67998,71342
67965,71340
67963,71340
67979,71346
67977,71362
67971,71340
67970,71360
67964,71382
67969,71348
67973,71358
67996,71379
67965,71346
67953,71334
68000,71329
67949,71329
67960,71299
67965,71303
67936,71306
67947,71282
67973,71277
67940,71290
67933,71296
67960,71265
67939,71298
67938,71268
67966,71276
67950,71291
67956,71270
67963,71277
67939,71305
67933,71259
67948,71276
67961,71284
67946,71277
67959,71286
67939,71282
67927,71290
67933,71265
67947,71298
67932,71281
67929,71267
67977,71280
